Course Code,Major/Minor Name,Structure
GCA-ARTS,Sociology,"Structure 50 credit points Subject Options Elective Subjects 50 points CRIM40002, SOCI90018, SOCI40003, SOCI40008, SOCI40009, SOCI90003, SOCI90004, SOCI90005, SOCI90011, SOCI90021, SOCI90026, SOTH40001 Links http://www.ssps.unimelb.edu.au/ "
MC-MGMTMKT,150pt Program,"Structure 150 credit points Students entering the Master of Management (Marketing) program with 50 points of advanced standing must complete 12 subjects comprising two core subjects, four discipline core subjects, two capstone subjects and four elective subjects. Students who wish to take more capstone selective subjects can do so through selecting them in the  electives list and completing them as elective subjects. To obtain the degree students must complete: 25 credit points of Year 1 (the first semester of the program) core subjects 50 credit points of Discipline core subjects 12.5 credit points of Capstone core subject (the final semester of the program) 62.5 credit points of Capstone selective and Elective subjects including A minimum of 12.5 credit points of Capstone selective subject(s) Study options Year 1 (the first semester of the program) core subjects MKTG90004, MGMT90280 Discipline core subjects MKTG90008, MKTG90011, MKTG90048, MKTG90049 Capstone core subject (the final semester of the program) MKTG90005 Capstone selective subjects BUSA90473, BUSA90485, BUSA90525, ENGR90039, MKTG90026 Elective subjects ACCT90031, BUSA90473, BUSA90485, BUSA90525, BUSA90529, ECON90016, ENGR90039, FNCE90087, IBUS90008, MGMT90026, MGMT90031, MGMT90032, MGMT90146, MGMT90165, MGMT90208, MGMT90227, MKTG90001, MKTG90002, MKTG90003, MKTG90006, MKTG90007, MKTG90009, MKTG90017, MKTG90026, MKTG90033, MKTG90040, MULT90014, MGMT90201, LAWS90125, MGMT90037, MKTG90025, MGMT90273, MGMT90258 "
MC-MGMTMKT,200pt Program,"Structure 200 credit points The Master of Management (Marketing) 200 Point (200pt) program consists of 16 subjects comprising four foundation subjects, two core subjects, four discipline core subjects, two capstone subjects and four elective subjects. Students who wish to take more capstone selective subjects can do so through selecting them in the  electives list and completing them as elective subjects. To obtain the degree students must complete: 37.5 credit points of Year 1 (the first semester of the program) Foundation core subjects 12.5 credit points of Year 1 (the first semester of the program) Foundation selective subject 25 credit points of Year 1 (the second semester of the program) core subjects 50 credit points of Discipline core subjects 12.5 credit points of Capstone core subject (the final semester of the program) 62.5 credit points of Capstone selective and Elective subjects including A minimum of 12.5 credit points of Capstone selective subject(s) Study options Year 1 (the first semester of the program) Foundation core subjects MKTG90037, MGMT90141, MGMT90140 Year 1 (the first semester of the program) Foundation selective subject ACCT90041, ECON90015, FNCE90065 Year 1 (the second semester of the program) core subjects MGMT90280, MKTG90004 Discipline core subjects MKTG90008, MKTG90011, MKTG90048, MKTG90049 Capstone core subject (the final semester of the program) MKTG90005 Capstone selective subjects BUSA90473, BUSA90485, BUSA90525, ENGR90039, MKTG90026 Elective subjects ACCT90031, BUSA90473, BUSA90485, BUSA90525, BUSA90529, ECON90016, ENGR90039, FNCE90087, IBUS90008, MGMT90026, MGMT90031, MGMT90032, MGMT90146, MGMT90165, MGMT90208, MGMT90227, MKTG90001, MKTG90002, MKTG90003, MKTG90006, MKTG90007, MKTG90009, MKTG90017, MKTG90026, MKTG90033, MKTG90040, MULT90014, MGMT90201, LAWS90125, MGMT90037, MKTG90025, MGMT90273, MGMT90258 "
706AA,200pt Program,"Structure 200 credit points Duration: 2 years full-time / up to 4 years part-time four compulsory subjects (50 points) elective subjects (125 points) Capstone Stream 1 (Minor thesis): POLS40013 Social Science Research Seminar (12.5 points) minor thesis parts 1 and 2 (37.5 points total) or Capstone Stream 2 (Internship): SOCI90013 Social Policy Internship (25 points) or Capstone Stream 3 (Project): SOCI90023 Project-based Policy Analysis (25 points) Capstone Requirements: All students are required to complete the Capstone Requirement for the program (at least 25 points). Students must complete one capstone option: Capstone Stream 1 : PPMN90049 Public/Social Policy Thesis Part 1 and PPMN90050 Public/Social Policy Thesis Part 2 (37.5 points total) Purpose: An opportunity to integrate knowledge and research skills to address a research question; pathway to the PhD. Capstone Stream 2 : SOCI90013 Social Policy Internship (25 points) Purpose: An opportunity to apply knowledge and skills in social policy practice to solve problems that arise in professional contexts and develop an integrated understanding of research and practice. Capstone Stream 3 : SOCI90023 Project-based Policy Analysis (25 points) Purpose: An opportunity to work in a team-based project where knowledge and skills are applied to a practical project under the supervision of an academic and practitioner expert. For policies that govern this degree, see Academic Services Policy in the University Melbourne Policy Framework . Students also should also refer to information in the Student Policy Directory. Subject Options Compulsory Subjects It is strongly recommended that students complete their compulsory subjects within their first year of study. SOCI90005, SOCI90011, SOCI90004, SOCI90003 Capstone Options Minor Thesis Option Please note the following prior to enrolling in the minor thesis: students admitted into the 200 point program must be completing 37.5 points (have completed 25 points and concurrently enrol in 12.5 points) of compulsory subjects within the program, with an average of H1 (80%); and to be eligible to enrol in the thesis, students must submit a 300 word thesis proposal for approval by the course coordinator prior to the semester of enrolment in the thesis; and students enrolling in the minor thesis must also complete POLS40013 Social Sciences Research Seminar; and the minor thesis must be completed over two consecutive semesters (part 1 and 2). POLS40013, PPMN90049, PPMN90050 Internship Option SOCI90013 Project Option SOCI90023 Elective Subjects Note: Students are strongly recommended to take all electives at level 9 (subject code numbering starting with 9). Students can only take a maximum of 25 points at level 4 (subject code numbering starting with 4) and only in their first 100 points of the degree. Students should do at least 50% of their electives from the following list: SOCI40003, SOCI90010, SOCI90012, SOCI90018, SOCI90020, SOCI90021, SOCI90025, SOCI90026 PPMN90035, PPMN90056, POLS90034, DEVT90067, DEVT90076, DEVT90035, DEVT90039, PADM90011, PADM90012, GEND90006, GEND40008, GEND40003, CRIM40002, CRIM40003, CRIM40005, CRIM90011, CRIM90037, CRIM90008, SOCI90024, PPMN90032, PPMN90054 Students can take a maximum of 50% of their total electives (points) from the following list of subjects: POPH90058, POPH90088, POPH90206, POPH90267, ECON90029, ENST90002, ENST90004, ENST90032 ASIA90014, MGMT90049, ABPL90026, ABPL90279, MULT90059 Links http://arts.unimelb.edu.au/ssps "
706AA,150pt Program,"Structure 150 credit points Duration: 1.5 years full-time / up to 3 years part-time Capstone Stream 1 (Minor thesis): four compulsory subjects (50 points) POLS40013 Social Science Research Seminar (12.5 points) minor thesis parts 1 and 2 (37.5 points total) elective subjects (50 points) or Capstone Stream 2 (Internship): four compulsory subjects (50 points) SOCI90013 Social Policy Internship (25 points) elective subjects (75 points) or Capstone Stream 3 (Project): four compulsory subjects (50 points) SOCI90023 Project-based Policy Analysis (25 points) elective subjects (75 points) Capstone Requirements: All students are required to complete the Capstone Requirement for the program (at least 25 points). Students must complete one capstone option: Capstone Stream 1: PPMN90049 Public/Social Policy Thesis Part 1 and PPMN90050 Public/Social Policy Thesis Part 2 (37.5 points total) Purpose: An opportunity to integrate knowledge and research skills to address a research question; pathway to the PhD. Capstone Stream 2 : SOCI90013 Social Policy Internship (25 points) Purpose: An opportunity to apply knowledge and skills in social policy practice to solve problems that arise in professional contexts and develop an integrated understanding of research and practice. Capstone Stream 3 : SOCI90023 Project-based Policy Analysis (25 points) Purpose: An opportunity to work in a team-based project where knowledge and skills are applied to a practical project under the supervision of an academic and practitioner expert. For policies that govern this degree, see Academic Services Policy in the University Melbourne Policy Framework . Students also should also refer to information in the Student Policy Directory. Subject Options Compulsory Subjects 50 points SOCI90004, SOCI90005, SOCI90011, SOCI90003 Capstone Options Minor Thesis Option Please note the following prior to enrolling in the minor thesis: students admitted into the 150 point program must have completed 25 points of compulsory subjects within the program, with an average of H1 (80%); and to be eligible to enrol in the thesis, students must submit a 300 word thesis proposal for approval by the course coordinator prior to the semester of enrolment in the thesis; and students enrolling in the minor thesis must also complete POLS40013 Social Sciences Research Seminar; and the minor thesis must be completed over two consecutive semesters (part 1 and 2). POLS40013, PPMN90049, PPMN90050 Internship Option SOCI90013 Project Option SOCI90023 Elective Subjects Note: Students are strongly recommended to take all electives at level 9 (subject code numbering starting with 9). Students can only take a maximum of 25 points at level 4 (subject code numbering starting with 4) and in their first 50 points of the degree. Students should do at least 50% of their electives from the following list: SOCI40003, SOCI90010, SOCI90012, SOCI90018, SOCI90020, SOCI90021, SOCI90025, SOCI90026, PPMN90035, PPMN90056, POLS90034, DEVT90067, DEVT90076, DEVT90035, DEVT90039, PADM90011, PADM90012, GEND90006, GEND40008, GEND40003, CRIM40002, CRIM40003, CRIM40005, CRIM90011 CRIM90037, CRIM90008, SOCI90024, PPMN90032, PPMN90054 Students can take a maximum of 50% of their total electives (points) from the following list of subjects: POPH90058, POPH90088, POPH90206, POPH90267 ECON90029, ENST90002, ENST90004, ENST90032 ASIA90014, MGMT90049, ABPL90026, ABPL90279, MULT90059 Links http://arts.unimelb.edu.au/ssps "
706AA,100pt Program,"Structure 100 credit points Duration: 1 year full-time / up to 2 years part-time Capstone Stream 1 (Minor thesis): four compulsory subjects (50 points) POLS40013 Social Science Research Seminar (12.5 points) minor thesis parts 1 and 2 (37.5 points total) or Capstone Stream 2 (Internship): four compulsory subjects (50 points) SOCI90013 Social Policy Internship (25 points) elective subjects (25 points) or Capstone Stream 3 (Project): four compulsory subjects (50 points) SOCI90023 Project-based Policy Analysis (25 points) elective subjects (25 points) Capstone Requirements: All students are required to complete the Capstone Requirement for the program (at least 25 points). Students must complete one capstone option: Capstone Stream 1: PPMN90049 Public/Social Policy Thesis Part 1 and PPMN90050 Public/Social Policy Thesis Part 2 (37.5 points total) Purpose: An opportunity to integrate knowledge and research skills to address a research question; pathway to the PhD. Capstone Stream 2 : SOCI90013 Social Policy Internship (25 points) Purpose: An opportunity to apply knowledge and skills in social policy practice to solve problems that arise in professional contexts and develop an integrated understanding of research and practice. Capstone Stream 3 : SOCI90023 Project-based Policy Analysis (25 points) Purpose: An opportunity to work in a team-based project where knowledge and skills are applied to a practical project under the supervision of an academic and practitioner expert. For policies that govern this degree, see Academic Services Policy in the University Melbourne Policy Framework . Students also should also refer to information in the Student Policy Directory. Subject Options Compulsory Subjects 50 points SOCI90004, SOCI90005, SOCI90011, SOCI90003 Capstone Options Minor Thesis Option Please note the following prior to enrolling in the minor thesis: students admitted into the 100 point program must have a GPA of 80% (H1) or above from the last one hundred points of previous study (or equivalent); and to be eligible to enrol in the thesis, students must submit a 300 word thesis proposal for approval by the course coordinator prior to the semester of enrolment in the thesis; and students enrolling in the minor thesis must also complete POLS40013 Social Sciences Research Seminar; and the minor thesis must be completed over two consecutive semesters (part 1 and 2). POLS40013, PPMN90049, PPMN90050 Internship Option SOCI90013 Project Option SOCI90023 Elective Subjects Students should do at least 50% of their electives from the following list: SOCI90010, SOCI90012, SOCI90018, SOCI90020, SOCI90021, SOCI90025, SOCI90026, PPMN90035, PPMN90056, POLS90034, DEVT90067, DEVT90076, DEVT90035, DEVT90039, PADM90011, PADM90012, GEND90006, CRIM90011 CRIM90037, CRIM90008, SOCI90024, PPMN90032, PPMN90054 Students can take a maximum of 50% of their total electives (points) from the following list of subjects: POPH90058, POPH90088, POPH90206, POPH90267 ECON90029, ENST90002, ENST90004, ENST90032 ASIA90014, MGMT90049, ABPL90026, ABPL90279, MULT90059 Links http://arts.unimelb.edu.au/ssps "
MC-ARCLARC,300pt Program,"Structure 300 credit points Subject Options Core Subjects (275 Points) Students may seek approval to replace ABPL90072 Landscape Studio 5: Sustainable Urbanism with a Melbourne School of Design Travelling Studio First Year Core Subjects (87.5 points) ABPL90437, ABPL90118, ABPL90078, ABPL90140, ABPL90265, ABPL90424 Second Year Core Subjects (87.5 points) ABPL90172, ABPL90263, ABPL90170, ABPL90117, ABPL90048 Third Year Core Subjects (100 points) ABPL90439, ABPL90072, ABPL90169, ABPL90375 Architecture /Landscape Architecture electives (25 points) ABPL90017, ABPL90020, ABPL90075, ABPL90085, ABPL90086, ABPL90089, ABPL90123, ABPL90124, ABPL90146, ABPL90147, ABPL90149, ABPL90152, ABPL90153, ABPL90173, ABPL90222, ABPL90236, ABPL90241, ABPL90268, ABPL90272, ABPL90282, ABPL90304, ABPL90305, ABPL90310, ABPL90316, ABPL90319, ABPL90321, ABPL90322, ABPL90336, ABPL90340, ABPL90355, ABPL90357, ABPL90361, ABPL90366, ABPL90367, ABPL90368, ABPL90369, ABPL90370, ABPL90371, ABPL90373, ABPL90377, ABPL90378, ABPL90380, ABPL90385, ABPL90386, ABPL90388, ABPL90394, ABPL90403, ABPL90404, ABPL90405, ABPL90412, ABPL90418, ABPL90419, ABPL90420, ABPL90421, ABPL90422, EDUC90728, EVSC90022, EVSC90023, PLAN90002 "
MC-ARCLARC,400pt Program,"Structure 400 credit points Subject Options Core Subjects (375 Points) Students may seek approval to replace ABPL90072 Landscape Studio 5: Sustainable Urbanism with a Melbourne School of Design Travelling Studio First 100 points for students with an undergraduate major or degree in Architecture (87.5 point core and 12.5 points elective): ABPL90107, HORT90033, ABPL90271, ABPL90283, ABPL90176 First 100 points for students with an undergraduate major or degree in Landscape Architecture: ABPL90284, ABPL90285, ABPL90286, ABPL90287, ABPL90288, ABPL90289 Second Year Core Subjects (87.5 points) ABPL90437, ABPL90118, ABPL90078, ABPL90140, ABPL90265, ABPL90424 Third Year Core Subjects (87.5 points) ABPL90172, ABPL90263, ABPL90170, ABPL90117, ABPL90048 Fourth Year Core Subjects (100 points) ABPL90439, ABPL90072, ABPL90169, ABPL90375 Architecture /Landscape Architecture electives (25 points) ABPL90017, ABPL90020, ABPL90075, ABPL90085, ABPL90086, ABPL90089, ABPL90120, ABPL90123, ABPL90124, ABPL90146, ABPL90147, ABPL90149, ABPL90152, ABPL90153, ABPL90173, ABPL90222, ABPL90236, ABPL90241, ABPL90268, ABPL90272, ABPL90282, ABPL90304, ABPL90305, ABPL90310, ABPL90316, ABPL90319, ABPL90321, ABPL90322, ABPL90336, ABPL90340, ABPL90355, ABPL90357, ABPL90361, ABPL90366, ABPL90367, ABPL90368, ABPL90369, ABPL90370, ABPL90371, ABPL90373, ABPL90377, ABPL90378, ABPL90380, ABPL90385, ABPL90386, ABPL90388, ABPL90394, ABPL90403, ABPL90404, ABPL90405, ABPL90412, ABPL90418, ABPL90419, ABPL90420, ABPL90421, ABPL90422, EDUC90728, EVSC90022, EVSC90023, PLAN90002 "
GDA-ARTS,Ancient World Studies,"Structure 100 credit points Subject Options Compulsory Subject 12.5 points ANCW40014 Thesis Subject 50 points ANCW40016, ANCW40017 Elective Subjects 37.5 points ANCW40001, ANCW40003, ANCW40007, ANCW40012, ANCW40015, ANCW40018, ANCW40019, CLAS40038, CLAS40039, CLAS40040, CLAS40041 ANCW40020 Links http://shaps.unimelb.edu.au/ "
GDA-ARTS,Anthropology,"Structure 100 credit points Subject Options Compulsory Subjects 37.5 points ANTH40001, ANTH40011, ANTH40012 Thesis Subject 50 points ANTH40009, ANTH40010 Elective Subject 12.5 points CRIM40002, DEVT90078, GEND40003, GEND90007, SOTH40001 SOCI40008, INDG40001, GEND40009, DEVT90056 Links http://arts.unimelb.edu.au/ssps "
GDA-ARTS,Arabic Studies,"Structure 100 credit points Subject Options Compulsory Subjects 37.5 points ASIA90004, ARBC40001, ARBC40002 Thesis Subject 50 points ARBC40007, ARBC40008 Elective Subject 12.5 points ISLM40001, ISLM90007, ISLM90008, MULT90002 Links http://arts.unimelb.edu.au/asiainstitute "
GDA-ARTS,Art History,"Structure 100 credit points Subject Options Compulsory Subject 12.5 points ARTS40001 Thesis Subject 50 points AHIS40023, AHIS40024 Advanced Research in Art History Elective Subjects 25 points AHIS40002, AHIS40006, AHIS40008, AHIS40013, AHIS40016, AHIS40019, AHIS40020, AHIS40022, AHIS40025, AHIS90008 Other Elective Subjects 12.5 points ACUR90005, ACUR90008, AHIS90004, AHIS90005, AHIS90007 Links http://arts.unimelb.edu.au/culture-communication "
GDA-ARTS,Asian Studies,"Structure 100 credit points Duration: 1 year full-time / 2 years part-time The Graduate Diploma in Arts (Advanced ) in this area of specialisation requires: one compulsory subject (12.5 points) thesis subject (50 points) elective subjects (37.5 points) Total 100 points Please note: Students must enrol in the thesis ASIA40004 Asian Studies Thesis Part 1 and ASIA40005 Asian Studies Thesis Part 2 over two consecutive semesters Subject Options Compulsory Subject 12.5 points ASIA90004 Thesis Subject 50 points ASIA40004, ASIA40005 Elective Subjects 37.5 points ASIA90001, ASIA90008, ASIA90014, ASIA90015, ASIA90017 ASIA90016, ASIA90018, GEND90006, HIST90026, INTS90007, POLS90013 Links http://arts.unimelb.edu.au/asiainstitute "
GDA-ARTS,Chinese Studies,"Structure 100 credit points Duration: 1 year full-time / 2 years part-time The Graduate Diploma in Arts (Advanced) in this area of specialisation requires: three compulsory subjects (37.5 points) thesis subject (50 points) elective subject (12.5 points) Total 100 points Please note: Students must enrol in the thesis CHIN40006 Chinese Thesis Part 1 and CHIN40007 Chinese Thesis Part 2 over two consecutive semesters Subject Options Compulsory Subjects 37.5 points ASIA90004, CHIN90001, CHIN90002 Thesis Subject 50 points CHIN40006, CHIN40007 Elective Subjects 12.5 points CHIN90003, ASIA90014, ASIA90016, ASIA90017, INTS90007, MULT90002 Links http://arts.unimelb.edu.au/asiainstitute "
GDA-ARTS,Classics (Ancient Greek and Latin),"Structure 100 credit points Subject Options Compulsory Subjects 37.5 points ANCW40014, CLAS40038, CLAS40039, CLAS40040, CLAS40041 Thesis Subject 50 points CLAS40036, CLAS40037 Elective Subjects 12.5 points ANCW40001, ANCW40003, ANCW40007, ANCW40012, ANCW40015, ANCW40018, ANCW40019 ANCW40020 Links http://shaps.unimelb.edu.au/ "
GDA-ARTS,Creative Writing,"Structure 100 credit points Duration: 1 year full-time / 2 years part-time The Graduate Diploma in Arts (Advanced) in this area of specialisation requires: one compulsory subject (12.5 points) thesis subject (50 points) elective subjects (37.5 points) Total 100 points Please note: Students must enrol in the thesis CWRI40015 Creative Writing Thesis Part 1 and CWRI40016 Creative Writing Thesis Part 2 over two consecutive semesters Subject Options Compulsory Subject 12.5 points ARTS40001 Thesis Subject 50 points CWRI40015, CWRI40016 Elective Subjects 37.5 points CWRI40004, CWRI40009, CWRI40010, CWRI40011, CWRI40014, CWRI40017, CWRI40018, CWRI90009 Links http://arts.unimelb.edu.au/culture-communication "
GDA-ARTS,Criminology,"Structure 100 credit points Duration: 1 year full-time / 2 years part-time The Graduate Diploma in Arts (Advanced) in this area of specialisation requires: one compulsory subject (12.5 points) thesis subject (50 points) one core subject (12.5 points) elective subjects (25 points) Total 100 points Please note: Students must enrol in the thesis CRIM40008 Criminology Thesis Part 1 and CRIM40009 Criminology Thesis Part 2 over two consecutive semesters Please be advised that the Criminology Specialisation does not accept applications for mid-year admission. Candidates can only commence in Semester 1. Subject Options Compulsory Subject 12.5 points ANTH40012 Thesis Subject 50 points CRIM40008, CRIM40009 Core Subject 12.5 points CRIM40002 Elective Subjects 25 points CRIM40003, CRIM40005, CRIM90008, CRIM90009, CRIM90010, CRIM90011, CRIM90015, CRIM90016, CRIM90017, CRIM90018, CRIM90019, CRIM90020, CRIM90035, CRIM90039, POLS90063 Links http://arts.unimelb.edu.au/ssps "
GDA-ARTS,Cultural Studies,"Structure 100 credit points Duration: 1 year full-time / 2 years part-time The Graduate Diploma in Arts (Advanced) in this area of specialisation requires: one compulsory subject (12.5 points) thesis (50 points) elective subjects (37.5 points) Total 100 points Please note: Students must enrol in the thesis SCRN40017 Screen & Cultural Studies Thesis Part 1 and SCRN40018 Screen & Cultural Studies Thesis Part 2 over two consecutive semesters Subject Options Compulsory Subject 12.5 points SCRN40019 Thesis Subject 50 points SCRN40017, SCRN40018 Elective subjects 37.5 points SCRN40009, AHIS40002, AIND40003, CULS40001, CULS40011, GEND40003, HIST90026, MECM40003, MECM90015, POLS90063, SOTH40001 Links http://arts.unimelb.edu.au/culture-communication "
GDA-ARTS,English and Theatre Studies,"Structure 100 credit points Duration: 1 year full-time / 2 years part-time The Graduate Diploma in Arts (Advanced) in this area of specialisation requires: one compulsory subject (12.5 points) thesis subject (50 points) elective subjects (37.5 points) Total of 100 points Please note: Students must enrol in the thesis ENGL40026 English & Theatre Studies Thesis Part 1 and ENGL40027 English & Theatre Studies Part 2 over two consecutive semesters Subject Options Compulsory Subject 12.5 points ARTS40001 Thesis Subject 50 points ENGL40026, ENGL40027 Elective Subjects 37.5 points INDG40002, ENGL40003, ENGL40007, ENGL40010, ENGL40015, ENGL40018, ENGL40020, ENGL40028, ENGL40029 Links http://arts.unimelb.edu.au/culture-communication "
GDA-ARTS,French Studies,"Structure 100 credit points Subject Options Compulsory Subject 12.5 points FREN40005 Thesis Subject 50 points FREN40010, FREN40011 Elective Subjects 37.5 points EURO40001, EURO40002, EURO40003, FREN40001, FREN40003, MULT40007 Links http://arts.unimelb.edu.au/soll "
GDA-ARTS,Gender Studies,"Structure 100 credit points Duration: 1 year full-time / 2 years part-time The Graduate Diploma in Arts (Advanced) in this area of specialisation requires: thesis subject (50 points) one compulsory subject (12.5 points) three elective subjects (37.5 points) Total 100 points Please note: Students must enrol in the thesis GEND40006 Gender Studies Thesis Part 1 and GEND40007 Gender Studies Thesis Part 2 over two consecutive semesters Elective subjects: With the approval of the coordinator, students may substitute a different gender-related subject taught in the Arts Faculty but not listed below as one of their electives applicants should note that they must satisfy any prerequisite as set, before being allowed to enrol in any subject Subject Options Compulsory Subject 12.5 points GEND40005 Thesis Subject 50 points GEND40006, GEND40007 Elective Subjects 37.5 points ANCW40015, GEND40003, GEND40008, GEND40009, GEND90006, GEND90007 Links http://arts.unimelb.edu.au/interdisciplinary-programs/gender-studies "
GDA-ARTS,German Studies,"Structure 100 credit points Duration: 1 year full-time / 2 years part-time The Graduate Diploma in Arts (Advanced) in this area of specialisation requires: one compulsory subject (12.5 points) thesis of 12,000 words written in German or 15,000 words in English (50 points) elective subjects (37.5 points) Total 100 points Please note: Students must enrol in the thesis GERM40016 German Thesis Part 1 and GERM40017 German Thesis Part 2 over two consecutive semesters Students must discuss the choice of electives with the coordinator or German convenor before enrolling in the subjects. Subject Options Compulsory Subject 12.5 points MULT40007 Thesis Subject 50 points GERM40016, GERM40017 Elective Subjects 37.5 points EURO40001, EURO40002, EURO40003 Links http://arts.unimelb.edu.au/soll "
GDA-ARTS,History,"Structure 100 credit points Subject Options Compulsory Subjects 37.5 points HIST40030, HIST40037, HIST90023 Thesis Subject 50 points HIST40039, HIST40040 Elective Subjects 12.5 points HIST40041, HIST90026, HIST90027, HIST90037 INDG40005 Links http://arts.unimelb.edu.au/shaps "
GDA-ARTS,History and Philosophy of Science,"Structure 100 credit points Duration: 1 year full-time / 2 years part-time The Graduate Diploma in Arts (Advanced) in this area of specialisation requires: one compulsory subject (12.5 points) thesis subject (50 points) elective subjects (37.5 points) Total 100 points Please note: Students must enrol in the thesis HPSC40018 HPS Thesis Part 1 and HIST40019 HPS Thesis Part 2 over two consecutive semesters Subject Options Compulsory Subject 12.5 points HPSC40016 Thesis Subject 50 points HPSC40018, HPSC40019 Elective Subjects 37.5 points HPSC90012, HPSC90013, HIST40030, HIST40041, PHIL40018, PHIL40020 Links http://arts.unimelb.edu.au/shaps "
GDA-ARTS,Indigenous Studies,"Structure 100 credit points Duration: 1 year full-time / 2 years part-time The Graduate Diploma in Arts (Advanced) in this area of specialisation requires: one compulsory subject (12.5 points) thesis subject (50 points) three Indigenous Studies core subjects (37.5 points) Total 100 points Please note: Students must enrol in the thesis INDG40003 Indigenous Studies Thesis Part 1 and INDG40004 Indigenous Studies Thesis Part 2 over two consecutive semesters Subject Options Compulsory Subject 12.5 points ARTS40001 Thesis Subject 50 points INDG40003, INDG40004 Core Subjects 37.5 points INDG40001, INDG40002, INDG40005 Links http://arts.unimelb.edu.au/culture-communication "
GDA-ARTS,Indonesian Studies,"Structure 100 credit points Subject Options Compulsory Subjects 37.5 points ASIA90004, INDO40001, INDO40002 Thesis Subject 50 points INDO40008, INDO40009 Elective Subjects 12.5 points ASIA90001, ASIA90015, ASIA90018, HIST90026, INDO40003, MULT90002 Links http://arts.unimelb.edu.au/asiainstitute "
GDA-ARTS,Islamic Studies,"Structure 100 credit points Duration: 1 year full-time / 2 years part-time The Graduate Diploma in Arts (Advanced) in this area of specialisation requires: one compulsory subject (12.5 points) thesis subject (50 points) elective subjects by selecting three subjects (37.5 points) Total 100 points Please note: Students must enrol in the thesis ISLM40011 Islamic Studies Thesis Part 1 and ISLM40012 Islamic Studies Thesis Part 2 over two consecutive semesters Subject Options Compulsory Subject 12.5 points ASIA90004 Thesis Subject 50 points ISLM40011, ISLM40012 Elective Subjects 37.5 points HIST90027, ISLM40001, ISLM90007, MULT90002, ISLM90008 Links http://arts.unimelb.edu.au/asiainstitute "
GDA-ARTS,Italian Studies,"Structure 100 credit points Subject Options Compulsory Subject 12.5 points ITAL40001 Thesis Subject 50 points ITAL40015, ITAL40016 Elective Subjects 37.5 points EURO40001, EURO40002, EURO40003, ITAL40002, ITAL40009, MULT40007 Links http://arts.unimelb.edu.au/soll "
GDA-ARTS,Japanese Studies,"Structure 100 credit points Subject Options Compulsory Subjects 37.5 points ASIA90004, JAPN90002, JAPN90003 Thesis Subject 50 points JAPN40008, JAPN40009 Elective Subjects 12.5 points JAPN40003, MULT90002, POLS90058 Links http://arts.unimelb.edu.au/asiainstitute "
GDA-ARTS,Linguistics and Applied Linguistics,"Structure 100 credit points Duration: 1 year full-time / 2 years part-time The Graduate Diploma in Arts (Advanced) in this area of specialisation requires: one compulsory subject (12.5 points) thesis subject (50 points) elective subjects (37.5 points) Total 100 points Please note: Students must enrol in the thesis LING40015 LAL Thesis Part 1 and LING40016 LAL Thesis Part 2 over two consecutive semesters Graduate Diploma in Arts (Advanced) students may also take any one of the following subjects for 25 points by concurrently enrolling in LING40001 Directed Reading Project for the remaining 12.5 points: LING40003 Discourse Analysis & Representation LING40004 Seminars in Theoretical Linguistics LING40008 Experimental Phonetics LING40009 Seminars in Descriptive Linguistic Graduate Diploma in Arts (Advanced) students may only enrol in one of the following subjects for the Honours degree (these subjects are not available in online mode for Graduate Diploma in Arts (Advanced) students: LING90005 Quantitative Methods in Language Studies LING90012 Second Language Acquisition LING90019 English in a Globalised World LING90021 Bilingualism Students must obtain written permission from the subject coordinator to enrol in LING40001 Directed Reading Project. Subject Options Compulsory Subject 12.5 points LING40002 Thesis Subject 50 points LING40015, LING40016 Elective Subjects 37.5 points LING40001, LING40004 LING40006, LING40008, LING40009, LING40013, LING90005, LING90012 Links http://arts.unimelb.edu.au/soll "
GDA-ARTS,Media and Communications,"Structure 100 credit points Duration: 1 year full-time / 2 years part-time The Graduate Diploma in Arts (Advanced) in this area of specialisation requires: Coursework only option: Minimum of six core subjects (75 points) Maximum of two electives (25 points) or Minor thesis option: Four core subjects (50 points) Thesis subjects (50 points) Total 100 points Please note: Students must enrol in the thesis MECM90029 Media and Communications Thesis Part 1 and MECM90030 Media and Communications Thesis Part 2 over two consecutive semesters Subject Options Core Subjects Minimum of 75 points - Coursework only option 50 points - Minor thesis option MECM40003, MECM40006, MECM40007, MECM40011, MECM90007, MECM90015, MECM90020, MECM90031 Minor thesis subjects 50 points MECM90029, MECM90030 ARTS40001 Elective Subjects Maximum 25 points - coursework only option ASIA90001, CULS40001, DEVT90039, ARTS40001, PUBL90006, SCRN40013 Links http://arts.unimelb.edu.au/culture-communication "
GDA-ARTS,Philosophy,"Structure 100 credit points Subject Options Compulsory Subject 12.5 points PHIL40020 Thesis Subject 37.5 points PHIL40021, PHIL40022 Elective Subjects 50 points PHIL40002, PHIL40003, PHIL40004, PHIL40005, PHIL40007, PHIL40013, PHIL40018 Links http://arts.unimelb.edu.au/shaps "
